Model,Size,Repeat,Accuracy,Time,LogSize
Logistic,79,66,0.5226706527154957,0.2899999999208376,1.8976270912904414
Logistic TAN,79,66,0.502740408570005,0.7900000000372529,1.8976270912904414
NB,79,67,0.7623318385650224,0.2800000000279397,1.8976270912904414
TAN,79,67,0.7095166915794718,1.1799999999348074,1.8976270912904414
Logistic,79,67,0.5460886895864474,0.2800000000279397,1.8976270912904414
Logistic TAN,79,67,0.5062282012954659,0.7399999999906868,1.8976270912904414
NB,79,68,0.7184853014449427,0.2800000000279397,1.8976270912904414
TAN,79,68,0.6472346786248132,1.1699999999254942,1.8976270912904414
Logistic,79,68,0.4808171400099651,0.27000000001862645,1.8976270912904414
Logistic TAN,79,68,0.502740408570005,0.8299999999580905,1.8976270912904414
NB,79,69,0.7399103139013453,0.30000000004656613,1.8976270912904414
TAN,79,69,0.6860986547085202,1.150000000023283,1.8976270912904414
Logistic,79,69,0.4987543597409068,0.2999999999301508,1.8976270912904414
Logistic TAN,79,69,0.5057299451918286,0.7800000000279397,1.8976270912904414
NB,79,70,0.7683109118086696,0.2900000000372529,1.8976270912904414
TAN,79,70,0.6865969108121575,1.1400000000139698,1.8976270912904414
Logistic,79,70,0.554559043348281,0.27999999991152436,1.8976270912904414
Logistic TAN,79,70,0.48480318883906326,0.7800000000279397,1.8976270912904414
NB,79,71,0.739412057797708,0.30000000004656613,1.8976270912904414
TAN,79,71,0.6472346786248132,1.2199999999720603,1.8976270912904414
Logistic,79,71,0.4877927254608869,0.2600000000093132,1.8976270912904414
Logistic TAN,79,71,0.47583457897359244,0.75,1.8976270912904414
NB,79,72,0.7498754359740907,0.2800000000279397,1.8976270912904414
TAN,79,72,0.6885899352267065,1.1099999999860302,1.8976270912904414
Logistic,79,72,0.5620328849028401,0.25,1.8976270912904414
Logistic TAN,79,72,0.5495764823119084,0.75,1.8976270912904414
NB,79,73,0.7613353263577479,0.30000000004656613,1.8976270912904414
TAN,79,73,0.6811160936721475,1.099999999976717,1.8976270912904414
Logistic,79,73,0.5316392625809666,0.25,1.8976270912904414
Logistic TAN,79,73,0.4828101644245142,0.690000000060536,1.8976270912904414
NB,79,74,0.7498754359740907,0.27999999991152436,1.8976270912904414
TAN,79,74,0.7110114598903836,1.0299999999115244,1.8976270912904414
Logistic,79,74,0.5366218236173393,0.25,1.8976270912904414
Logistic TAN,79,74,0.5017438963627304,0.6999999999534339,1.8976270912904414
NB,79,75,0.7443946188340808,0.2800000000279397,1.8976270912904414
TAN,79,75,0.6870951669157948,1.0899999999674037,1.8976270912904414
Logistic,79,75,0.47932237169905334,0.27000000001862645,1.8976270912904414
Logistic TAN,79,75,0.47583457897359244,0.7000000000698492,1.8976270912904414
NB,79,76,0.7448928749377179,0.2800000000279397,1.8976270912904414
TAN,79,76,0.6960637767812655,1.0600000000558794,1.8976270912904414
Logistic,79,76,0.5256601893373194,0.25,1.8976270912904414
Logistic TAN,79,76,0.5012456402590931,0.6899999999441206,1.8976270912904414
NB,79,77,0.7683109118086696,0.27999999991152436,1.8976270912904414
TAN,79,77,0.6995515695067265,1.1199999999953434,1.8976270912904414
Logistic,79,77,0.5346287992027903,0.25,1.8976270912904414
Logistic TAN,79,77,0.48878923766816146,0.7799999999115244,1.8976270912904414
NB,79,78,0.7289486796213254,0.2800000000279397,1.8976270912904414
TAN,79,78,0.6890881913303438,1.159999999916181,1.8976270912904414
Logistic,79,78,0.44942700548081715,0.25,1.8976270912904414
Logistic TAN,79,78,0.4683607374190334,0.6899999999441206,1.8976270912904414
NB,79,79,0.7229696063776782,0.2800000000279397,1.8976270912904414
TAN,79,79,0.6621823617339312,1.1199999999953434,1.8976270912904414
Logistic,79,79,0.4798206278026906,0.2600000000093132,1.8976270912904414
Logistic TAN,79,79,0.45092177379172893,0.6999999999534339,1.8976270912904414
NB,79,80,0.7558545092177379,0.2800000000279397,1.8976270912904414
TAN,79,80,0.6915794718485302,1.0799999999580905,1.8976270912904414
Logistic,79,80,0.5401096163428002,0.2600000000093132,1.8976270912904414
Logistic TAN,79,80,0.558046836073742,0.7100000000791624,1.8976270912904414
NB,79,81,0.7359242650722472,0.27999999991152436,1.8976270912904414
TAN,79,81,0.6960637767812655,1.1100000001024455,1.8976270912904414
Logistic,79,81,0.5460886895864474,0.2600000000093132,1.8976270912904414
Logistic TAN,79,81,0.5216741405082213,0.7099999999627471,1.8976270912904414
NB,79,82,0.7588440458395616,0.2899999999208376,1.8976270912904414
TAN,79,82,0.6860986547085202,1.0799999999580905,1.8976270912904414
Logistic,79,82,0.5640259093173892,0.2600000000093132,1.8976270912904414
Logistic TAN,79,82,0.5306427503736921,0.7100000000791624,1.8976270912904414
NB,79,83,0.7568510214250125,0.2800000000279397,1.8976270912904414
TAN,79,83,0.7030393622321873,1.0700000000651926,1.8976270912904414
Logistic,79,83,0.5271549576482312,0.2800000000279397,1.8976270912904414
Logistic TAN,79,83,0.5251619332336821,0.7399999999906868,1.8976270912904414
NB,79,84,0.7508719481813653,0.2999999999301508,1.8976270912904414
TAN,79,84,0.6955655206776283,1.1700000000419095,1.8976270912904414
Logistic,79,84,0.489785749875436,0.25,1.8976270912904414
Logistic TAN,79,84,0.4977578475336323,0.6999999999534339,1.8976270912904414
NB,79,85,0.7478824115595416,0.2899999999208376,1.8976270912904414
TAN,79,85,0.6482311908320877,1.1099999999860302,1.8976270912904414
Logistic,79,85,0.5146985550572994,0.27000000001862645,1.8976270912904414
Logistic TAN,79,85,0.47932237169905334,0.7199999999720603,1.8976270912904414
NB,79,86,0.7349277528649726,0.30000000004656613,1.8976270912904414
TAN,79,86,0.6970602889885401,1.1099999999860302,1.8976270912904414
Logistic,79,86,0.5510712506228201,0.27000000001862645,1.8976270912904414
Logistic TAN,79,86,0.5077229696063776,0.6800000000512227,1.8976270912904414
NB,79,87,0.7428998505231689,0.2800000000279397,1.8976270912904414
TAN,79,87,0.6970602889885401,1.1700000000419095,1.8976270912904414
Logistic,79,87,0.5445939212755356,0.2600000000093132,1.8976270912904414
Logistic TAN,79,87,0.5012456402590931,0.7199999999720603,1.8976270912904414
NB,79,88,0.7573492775286498,0.2999999999301508,1.8976270912904414
TAN,79,88,0.7010463378176383,1.0799999999580905,1.8976270912904414
Logistic,79,88,0.4857997010463378,0.27000000001862645,1.8976270912904414
Logistic TAN,79,88,0.47932237169905334,0.7000000000698492,1.8976270912904414
NB,79,89,0.7802690582959642,0.2800000000279397,1.8976270912904414
TAN,79,89,0.6791230692575984,1.1700000000419095,1.8976270912904414
Logistic,79,89,0.4987543597409068,0.25,1.8976270912904414
Logistic TAN,79,89,0.502740408570005,0.7099999999627471,1.8976270912904414
NB,79,90,0.7628300946686597,0.27999999991152436,1.8976270912904414
TAN,79,90,0.7045341305430991,1.1000000000931323,1.8976270912904414
Logistic,79,90,0.534130543099153,0.27000000001862645,1.8976270912904414
Logistic TAN,79,90,0.5161933233682112,0.7200000000884756,1.8976270912904414
NB,79,91,0.726457399103139,0.2900000000372529,1.8976270912904414
TAN,79,91,0.6895864474339811,1.0600000000558794,1.8976270912904414
Logistic,79,91,0.5575485799701047,0.2800000000279397,1.8976270912904414
Logistic TAN,79,91,0.5166915794718485,0.7199999999720603,1.8976270912904414
NB,79,92,0.731938216243149,0.27999999991152436,1.8976270912904414
TAN,79,92,0.6796213253612357,1.0899999999674037,1.8976270912904414
Logistic,79,92,0.5087194818136522,0.25,1.8976270912904414
Logistic TAN,79,92,0.47882411559541604,0.6999999999534339,1.8976270912904414
NB,79,93,0.7324364723467862,0.30000000004656613,1.8976270912904414
TAN,79,93,0.6955655206776283,1.0500000000465661,1.8976270912904414
Logistic,79,93,0.5994020926756353,0.25,1.8976270912904414
Logistic TAN,79,93,0.5386148480318884,0.7199999999720603,1.8976270912904414
NB,79,94,0.7364225211758844,0.27999999991152436,1.8976270912904414
TAN,79,94,0.6661684105630294,1.1699999999254942,1.8976270912904414
Logistic,79,94,0.5839561534628799,0.25,1.8976270912904414
Logistic TAN,79,94,0.5171898355754858,0.6999999999534339,1.8976270912904414
NB,79,95,0.7493771798704534,0.27999999991152436,1.8976270912904414
TAN,79,95,0.6666666666666666,1.0399999999208376,1.8976270912904414
Logistic,79,95,0.5376183358246138,0.25,1.8976270912904414
Logistic TAN,79,95,0.5151968111609367,0.7000000000698492,1.8976270912904414
NB,79,96,0.7269556552067763,0.27999999991152436,1.8976270912904414
TAN,79,96,0.7035376183358246,1.1399999998975545,1.8976270912904414
Logistic,79,96,0.5565520677628301,0.2599999998928979,1.8976270912904414
Logistic TAN,79,96,0.5346287992027903,0.7099999999627471,1.8976270912904414
NB,79,97,0.7757847533632287,0.27999999991152436,1.8976270912904414
TAN,79,97,0.6960637767812655,1.1099999999860302,1.8976270912904414
Logistic,79,97,0.5346287992027903,0.27000000001862645,1.8976270912904414
Logistic TAN,79,97,0.5311410064773293,0.6999999999534339,1.8976270912904414
NB,79,98,0.77279521674140506,0.2800000000279397,1.8976270912904414
TAN,79,98,0.6756352765321375,1.2199999999720603,1.8976270912904414
Logistic,79,98,0.593423019431988,0.25,1.8976270912904414
Logistic TAN,79,98,0.5296462381664175,0.6999999999534339,1.8976270912904414
NB,79,99,0.7438963627304435,0.2800000000279397,1.8976270912904414
TAN,79,99,0.7100149476831091,1.0899999999674037,1.8976270912904414
Logistic,79,99,0.5306427503736921,0.27000000001862645,1.8976270912904414
Logistic TAN,79,99,0.5047334329845541,0.7000000000698492,1.8976270912904414
NB,79,100,0.7593423019431988,0.2900000000372529,1.8976270912904414
TAN,79,100,0.6781265570503239,1.0800000000745058,1.8976270912904414
Logistic,79,100,0.5007473841554559,0.2600000000093132,1.8976270912904414
Logistic TAN,79,100,0.48231190832087695,0.7199999999720603,1.8976270912904414
NB,100,1,0.7737917289486796,0.27999999991152436,2
TAN,100,1,0.7209765819631291,1.090000000083819,2
Logistic,100,1,0.5411061285500748,0.2999999999301508,2
Logistic TAN,100,1,0.5455904334828101,0.7799999999115244,2
NB,100,2,0.7912306925759841,0.2800000000279397,2
TAN,100,2,0.7249626307922272,1.1999999999534339,2
Logistic,100,2,0.6307922272047832,0.27999999991152436,2
Logistic TAN,100,2,0.6013951170901843,0.75,2
NB,100,3,0.7678126557050324,0.2900000000372529,2
TAN,100,3,0.7409068261086198,1.2700000000186265,2
Logistic,100,3,0.643248629795715,0.2900000000372529,2
Logistic TAN,100,3,0.6188340807174888,0.75,2
NB,100,4,0.7538614848031888,0.2800000000279397,2
TAN,100,4,0.6960637767812655,1.2299999999813735,2
Logistic,100,4,0.5839561534628799,0.30000000004656613,2
Logistic TAN,100,4,0.5540607872446437,0.75,2
NB,100,5,0.7538614848031888,0.27000000001862645,2
TAN,100,5,0.7000498256103638,1.1700000000419095,2
Logistic,100,5,0.560039860488291,0.2800000000279397,2
Logistic TAN,100,5,0.5401096163428002,0.75,2
NB,100,6,0.7419033383158944,0.2800000000279397,2
TAN,100,6,0.6900847035376183,1.150000000023283,2
Logistic,100,6,0.5695067264573991,0.2599999998928979,2
Logistic TAN,100,6,0.5271549576482312,0.7300000000977889,2
NB,100,7,0.7538614848031888,0.2900000000372529,2
TAN,100,7,0.7130044843049327,1.1600000000325963,2
Logistic,100,7,0.5510712506228201,0.2800000000279397,2
Logistic TAN,100,7,0.5391131041355257,0.7600000000093132,2
NB,100,8,0.7767812655705032,0.27999999991152436,2
TAN,100,8,0.7105132037867464,1.2199999999720603,2
Logistic,100,8,0.6337817638266069,0.2800000000279397,2
Logistic TAN,100,8,0.5705032386646737,0.7399999999906868,2
NB,100,9,0.783756851021425,0.2600000000093132,2
TAN,100,9,0.706028898854011,1.1999999999534339,2
Logistic,100,9,0.6088689586447434,0.2800000000279397,2
Logistic TAN,100,9,0.5505729945191828,0.75,2
NB,100,10,0.7493771798704534,0.2800000000279397,2
TAN,100,10,0.6970602889885401,1.209999999962747,2
Logistic,100,10,0.5779770802192327,0.30000000004656613,2
Logistic TAN,100,10,0.5635276532137519,0.8299999999580905,2
NB,100,11,0.7583457897359243,0.2600000000093132,2
TAN,100,11,0.7125062282012955,1.1699999999254942,2
Logistic,100,11,0.6023916292974589,0.2900000000372529,2
Logistic TAN,100,11,0.5754857997010463,0.75,2
NB,100,12,0.7807673143996013,0.2800000000279397,2
TAN,100,12,0.7229696063776782,1.1199999999953434,2
Logistic,100,12,0.6068759342301944,0.2800000000279397,2
Logistic TAN,100,12,0.5660189337319382,0.7399999999906868,2
NB,100,13,0.7473841554559043,0.27000000001862645,2
TAN,100,13,0.6900847035376183,1.2199999999720603,2
Logistic,100,13,0.6003986048829099,0.2800000000279397,2
Logistic TAN,100,13,0.5625311410064773,0.7700000000186265,2
NB,100,14,0.7787742899850523,0.27999999991152436,2
TAN,100,14,0.7184853014449427,1.1399999998975545,2
Logistic,100,14,0.5829596412556054,0.2999999999301508,2
Logistic TAN,100,14,0.5834578973592427,0.75,2
NB,100,15,0.7648231190832088,0.2800000000279397,2
TAN,100,15,0.7224713502740409,1.190000000060536,2
Logistic,100,15,0.5954160438465371,0.2800000000279397,2
Logistic TAN,100,15,0.5610363726955655,0.75,2
NB,100,16,0.7159940209267563,0.2800000000279397,2
TAN,100,16,0.6856003986048829,1.2100000000791624,2
Logistic,100,16,0.5834578973592427,0.2900000000372529,2
Logistic TAN,100,16,0.5490782262082711,0.75,2
NB,100,17,0.7847533632286996,0.2900000000372529,2
TAN,100,17,0.7239661185849526,1.190000000060536,2
Logistic,100,17,0.637767812655705,0.2900000000372529,2
Logistic TAN,100,17,0.6148480318883907,0.75,2
NB,100,18,0.7698056801195815,0.27999999991152436,2
TAN,100,18,0.6781265570503239,1.1699999999254942,2
Logistic,100,18,0.5077229696063776,0.30000000004656613,2
Logistic TAN,100,18,0.4773293472845042,0.75,2
NB,100,19,0.7289486796213254,0.2600000000093132,2
TAN,100,19,0.7055306427503737,1.150000000023283,2
Logistic,100,19,0.5276532137518685,0.2800000000279397,2
Logistic TAN,100,19,0.5610363726955655,0.7099999999627471,2
NB,100,20,0.7543597409068261,0.27999999991152436,2
TAN,100,20,0.6980568011958147,1.0899999999674037,2
Logistic,100,20,0.5979073243647235,0.2800000000279397,2
Logistic TAN,100,20,0.5794718485301444,0.75,2
NB,100,21,0.7618335824613851,0.27999999991152436,2
TAN,100,21,0.7204783258594918,1.1400000000139698,2
Logistic,100,21,0.6068759342301944,0.26999999990221113,2
Logistic TAN,100,21,0.6068759342301944,0.7299999999813735,2
NB,100,22,0.7678126557050324,0.2800000000279397,2
TAN,100,22,0.6970602889885401,1.1099999999860302,2
Logistic,100,22,0.57299451918286,0.27999999991152436,2
Logistic TAN,100,22,0.5824613851519681,0.7400000001071021,2
NB,100,23,0.7757847533632287,0.2800000000279397,2
TAN,100,23,0.6990533134030892,1.190000000060536,2
Logistic,100,23,0.6113602391629297,0.2800000000279397,2
Logistic TAN,100,23,0.5754857997010463,0.7399999999906868,2
NB,100,24,0.7438963627304435,0.27999999991152436,2
TAN,100,24,0.7105132037867464,1.0799999999580905,2
Logistic,100,24,0.5640259093173892,0.2800000000279397,2
Logistic TAN,100,24,0.5376183358246138,0.7299999999813735,2
NB,100,25,0.7678126557050324,0.2800000000279397,2
TAN,100,25,0.70154459392127555,1.150000000023283,2
Logistic,100,25,0.5829596412556054,0.2800000000279397,2
Logistic TAN,100,25,0.5824613851519681,0.75,2
NB,100,26,0.7892376681614349,0.2800000000279397,2
TAN,100,26,0.6796213253612357,1.1800000000512227,2
Logistic,100,26,0.5769805680119582,0.2800000000279397,2
Logistic TAN,100,26,0.536123567513702,0.75,2
NB,100,27,0.7274539113104136,0.2800000000279397,2
TAN,100,27,0.6771300448430493,1.1099999999860302,2
Logistic,100,27,0.5241654210264076,0.2800000000279397,2
Logistic TAN,100,27,0.543597409068261,0.7399999999906868,2
NB,100,28,0.7528649725959143,0.27000000001862645,2
TAN,100,28,0.7030393622321873,1.1300000000046566,2
Logistic,100,28,0.6427503736920778,0.2900000000372529,2
Logistic TAN,100,28,0.6013951170901843,0.7299999999813735,2
NB,100,29,0.7538614848031888,0.2800000000279397,2
TAN,100,29,0.7249626307922272,1.190000000060536,2
Logistic,100,29,0.5894369706028899,0.27000000001862645,2
Logistic TAN,100,29,0.5924265072247135,0.7299999999813735,2
NB,100,30,0.7528649725959143,0.2600000000093132,2
TAN,100,30,0.6781265570503239,1.2199999999720603,2
Logistic,100,30,0.5535625311410065,0.30000000004656613,2
Logistic TAN,100,30,0.5560538116591929,0.7700000000186265,2
NB,100,31,0.7663178873941205,0.27999999991152436,2
TAN,100,31,0.6985550572994519,1.1700000000419095,2
Logistic,100,31,0.6312904833084205,0.2899999999208376,2
Logistic TAN,100,31,0.6058794220229198,0.7700000000186265,2
NB,100,32,0.7463876432486298,0.27000000001862645,2
TAN,100,32,0.7199800697558545,1.1099999999860302,2
Logistic,100,32,0.6297957149975087,0.2800000000279397,2
Logistic TAN,100,32,0.5705032386646737,0.75,2
NB,100,33,0.7648231190832088,0.2800000000279397,2
TAN,100,33,0.7169905331340309,1.2600000000093132,2
Logistic,100,33,0.5256601893373194,0.2800000000279397,2
Logistic TAN,100,33,0.5381165919282511,0.75,2
NB,100,34,0.7852516193323368,0.26999999990221113,2
TAN,100,34,0.7020428500249128,1.1499999999068677,2
Logistic,100,34,0.6287992027902342,0.30000000004656613,2
Logistic TAN,100,34,0.5889387144992526,0.7700000000186265,2
NB,100,35,0.77279521674140506,0.2800000000279397,2
TAN,100,35,0.7050323866467364,1.1899999999441206,2
Logistic,100,35,0.6003986048829099,0.2800000000279397,2
Logistic TAN,100,35,0.5690084703537618,0.7200000000884756,2
NB,100,36,0.7543597409068261,0.2800000000279397,2
TAN,100,36,0.7040358744394619,1.1199999999953434,2
Logistic,100,36,0.5530642750373692,0.2800000000279397,2
Logistic TAN,100,36,0.5690084703537618,0.7399999999906868,2
NB,100,37,0.7747882411559541,0.2800000000279397,2
TAN,100,37,0.7184853014449427,1.1099999999860302,2
Logistic,100,37,0.6178375685102142,0.2800000000279397,2
Logistic TAN,100,37,0.6228201295465869,0.75,2
NB,100,38,0.739412057797708,0.2800000000279397,2
TAN,100,38,0.6851021425012457,1.1700000000419095,2
Logistic,100,38,0.5142002989536621,0.2800000000279397,2
Logistic TAN,100,38,0.5386148480318884,0.75,2
NB,100,39,0.7588440458395616,0.27999999991152436,2
TAN,100,39,0.6990533134030892,1.0799999999580905,2
Logistic,100,39,0.5724962630792227,0.2800000000279397,2
Logistic TAN,100,39,0.560039860488291,0.7399999999906868,2
NB,100,40,0.7648231190832088,0.2800000000279397,2
TAN,100,40,0.7204783258594918,1.1899999999441206,2
Logistic,100,40,0.5984055804683608,0.30000000004656613,2
Logistic TAN,100,40,0.6213253612356752,0.7299999999813735,2
NB,100,41,0.7717987045341306,0.2800000000279397,2
TAN,100,41,0.737419033383159,1.2800000000279397,2
Logistic,100,41,0.5984055804683608,0.2800000000279397,2
Logistic TAN,100,41,0.5256601893373194,0.7800000000279397,2
NB,100,42,0.7812655705032386,0.2800000000279397,2
TAN,100,42,0.7040358744394619,1.1999999999534339,2
Logistic,100,42,0.6023916292974589,0.30000000004656613,2
Logistic TAN,100,42,0.5565520677628301,0.75,2
NB,100,43,0.7483806676631789,0.27000000001862645,2
TAN,100,43,0.6796213253612357,1.2299999999813735,2
Logistic,100,43,0.6123567513702043,0.2800000000279397,2
Logistic TAN,100,43,0.5665171898355755,0.7399999999906868,2
NB,100,44,0.7772795216741405,0.2800000000279397,2
TAN,100,44,0.7065271549576483,1.1700000000419095,2
Logistic,100,44,0.6023916292974589,0.30000000004656613,2
Logistic TAN,100,44,0.5570503238664674,0.7600000000093132,2
NB,100,45,0.7917289486796213,0.2800000000279397,2
TAN,100,45,0.7110114598903836,1.2299999999813735,2
Logistic,100,45,0.5430991529646239,0.2800000000279397,2
Logistic TAN,100,45,0.5515695067264574,0.75,2
NB,100,46,0.7703039362232187,0.27999999991152436,2
TAN,100,46,0.715495764823119,1.0899999999674037,2
Logistic,100,46,0.6183358246138515,0.2800000000279397,2
Logistic TAN,100,46,0.5550572994519183,0.7299999999813735,2
NB,100,47,0.746885899352267,0.27999999991152436,2
TAN,100,47,0.6995515695067265,1.209999999962747,2
Logistic,100,47,0.5889387144992526,0.2900000000372529,2
Logistic TAN,100,47,0.5266567015445939,0.75,2
NB,100,48,0.7543597409068261,0.27999999991152436,2
TAN,100,48,0.700548081714001,1.1699999999254942,2
Logistic,100,48,0.5829596412556054,0.2900000000372529,2
Logistic TAN,100,48,0.5480817140009965,0.7399999999906868,2
NB,100,49,0.7478824115595416,0.2800000000279397,2
TAN,100,49,0.70154459392127555,1.1700000000419095,2
Logistic,100,49,0.6003986048829099,0.27000000001862645,2
Logistic TAN,100,49,0.5615346287992028,0.75,2
NB,100,50,0.783756851021425,0.27999999991152436,2
TAN,100,50,0.7478824115595416,1.209999999962747,2
Logistic,100,50,0.630293971101146,0.2800000000279397,2
Logistic TAN,100,50,0.5719980069755854,0.75,2
NB,100,51,0.7608370702541106,0.2800000000279397,2
TAN,100,51,0.7199800697558545,1.1199999999953434,2
Logistic,100,51,0.593423019431988,0.2800000000279397,2
Logistic TAN,100,51,0.5759840558046836,0.75,2
NB,100,52,0.7722969606377678,0.2900000000372529,2
TAN,100,52,0.7294469357249627,1.1199999999953434,2
Logistic,100,52,0.5864474339810662,0.2900000000372529,2
Logistic TAN,100,52,0.6253114100647733,0.7700000000186265,2
NB,100,53,0.7817638266068759,0.2800000000279397,2
TAN,100,53,0.7030393622321873,1.1799999999348074,2
Logistic,100,53,0.5864474339810662,0.27999999991152436,2
Logistic TAN,100,53,0.5794718485301444,0.75,2
NB,100,54,0.7772795216741405,0.2800000000279397,2
TAN,100,54,0.7488789237668162,1.0600000000558794,2
Logistic,100,54,0.6068759342301944,0.2800000000279397,2
Logistic TAN,100,54,0.6243148978574987,0.7399999999906868,2
NB,100,55,0.7797708021923269,0.27999999991152436,2
TAN,100,55,0.7120079720976582,1.1399999998975545,2
Logistic,100,55,0.5759840558046836,0.27999999991152436,2
Logistic TAN,100,55,0.600896860986547,0.7400000001071021,2
NB,100,56,0.7643248629795715,0.2600000000093132,2
TAN,100,56,0.7204783258594918,1.2100000000791624,2
Logistic,100,56,0.5954160438465371,0.2800000000279397,2
Logistic TAN,100,56,0.6113602391629297,0.75,2
NB,100,57,0.7792725460886896,0.2900000000372529,2
TAN,100,57,0.7314399601395117,1.2000000000698492,2
Logistic,100,57,0.6068759342301944,0.2999999999301508,2
Logistic TAN,100,57,0.5710014947683109,0.7299999999813735,2
NB,100,58,0.7538614848031888,0.2900000000372529,2
TAN,100,58,0.71350274040857,1.0800000000745058,2
Logistic,100,58,0.5779770802192327,0.27000000001862645,2
Logistic TAN,100,58,0.5590433482810164,0.7299999999813735,2
NB,100,59,0.7608370702541106,0.27999999991152436,2
TAN,100,59,0.7070254110612855,1.2199999999720603,2
Logistic,100,59,0.6098654708520179,0.2800000000279397,2
Logistic TAN,100,59,0.6088689586447434,0.7700000000186265,2
NB,100,60,0.7379172894867962,0.27999999991152436,2
TAN,100,60,0.6771300448430493,1.25,2
Logistic,100,60,0.5734927752864972,0.27000000001862645,2
Logistic TAN,100,60,0.598903836571998,0.7600000000093132,2
NB,100,61,0.7443946188340808,0.2900000000372529,2
TAN,100,61,0.7010463378176383,1.2000000000698492,2
Logistic,100,61,0.5440956651718983,0.2800000000279397,2
Logistic TAN,100,61,0.5336322869955157,0.7399999999906868,2
NB,100,62,0.7872446437468859,0.27999999991152436,2
TAN,100,62,0.7269556552067763,1.209999999962747,2
Logistic,100,62,0.600896860986547,0.2800000000279397,2
Logistic TAN,100,62,0.5445939212755356,0.7299999999813735,2
NB,100,63,0.7603388141504733,0.2800000000279397,2
TAN,100,63,0.7065271549576483,1.2199999999720603,2
Logistic,100,63,0.560039860488291,0.2900000000372529,2
Logistic TAN,100,63,0.5490782262082711,0.7299999999813735,2
NB,100,64,0.7688091679123069,0.2800000000279397,2
TAN,100,64,0.7075236671649228,1.1400000000139698,2
Logistic,100,64,0.5555555555555556,0.2800000000279397,2
Logistic TAN,100,64,0.5630293971101146,0.7299999999813735,2
NB,100,65,0.7847533632286996,0.2600000000093132,2
TAN,100,65,0.726457399103139,1.159999999916181,2
Logistic,100,65,0.6507224713502741,0.2900000000372529,2
Logistic TAN,100,65,0.6238166417538615,0.7700000000186265,2
NB,100,66,0.7867463876432487,0.2800000000279397,2
TAN,100,66,0.715495764823119,1.1799999999348074,2
Logistic,100,66,0.5475834578973593,0.27999999991152436,2
Logistic TAN,100,66,0.56751370204285,0.7200000000884756,2
NB,100,67,0.7458893871449925,0.2900000000372529,2
TAN,100,67,0.6900847035376183,1.2800000000279397,2
Logistic,100,67,0.5979073243647235,0.2800000000279397,2
Logistic TAN,100,67,0.5555555555555556,0.75,2
NB,100,68,0.763328350772297,0.27999999991152436,2
TAN,100,68,0.71898355754858,1.1499999999068677,2
Logistic,100,68,0.617339312406577,0.27999999991152436,2
Logistic TAN,100,68,0.5161933233682112,0.75,2
NB,100,69,0.7757847533632287,0.2600000000093132,2
TAN,100,69,0.7349277528649726,1.1600000000325963,2
Logistic,100,69,0.5894369706028899,0.2800000000279397,2
Logistic TAN,100,69,0.5535625311410065,0.7600000000093132,2
NB,100,70,0.7488789237668162,0.27999999991152436,2
TAN,100,70,0.7289486796213254,1.2299999999813735,2
Logistic,100,70,0.6442451420029895,0.27999999991152436,2
Logistic TAN,100,70,0.6063776781265571,0.75,2
NB,100,71,0.7513702042850025,0.2800000000279397,2
TAN,100,71,0.7259591429995017,1.1999999999534339,2
Logistic,100,71,0.5929247633283508,0.30000000004656613,2
Logistic TAN,100,71,0.5769805680119582,0.7700000000186265,2
NB,100,72,0.7722969606377678,0.2599999998928979,2
TAN,100,72,0.6885899352267065,1.159999999916181,2
Logistic,100,72,0.593423019431988,0.2600000000093132,2
Logistic TAN,100,72,0.5690084703537618,0.7400000001071021,2
NB,100,73,0.7458893871449925,0.2800000000279397,2
TAN,100,73,0.6945690084703537,1.0899999999674037,2
Logistic,100,73,0.5994020926756353,0.27999999991152436,2
Logistic TAN,100,73,0.5759840558046836,0.75,2
NB,100,74,0.783756851021425,0.2800000000279397,2
TAN,100,74,0.7020428500249128,1.2299999999813735,2
Logistic,100,74,0.6263079222720478,0.2900000000372529,2
Logistic TAN,100,74,0.5650224215246636,0.7399999999906868,2
NB,100,75,0.7847533632286996,0.2800000000279397,2
TAN,100,75,0.7080219232685601,1.2299999999813735,2
Logistic,100,75,0.5854509217737918,0.2999999999301508,2
Logistic TAN,100,75,0.554559043348281,0.7600000000093132,2
NB,100,76,0.757847533632287,0.2800000000279397,2
TAN,100,76,0.7075236671649228,1.1700000000419095,2
Logistic,100,76,0.5764823119083209,0.2600000000093132,2
Logistic TAN,100,76,0.580468360737419,0.75,2
NB,100,77,0.7747882411559541,0.2800000000279397,2
TAN,100,77,0.7125062282012955,1.2200000000884756,2
Logistic,100,77,0.5520677628300946,0.27999999991152436,2
Logistic TAN,100,77,0.5540607872446437,0.7399999999906868,2
NB,100,78,0.7772795216741405,0.2800000000279397,2
TAN,100,78,0.7020428500249128,1.1300000000046566,2
Logistic,100,78,0.6093672147483806,0.27999999991152436,2
Logistic TAN,100,78,0.5595416043846537,0.7300000000977889,2
NB,100,79,0.7668161434977578,0.2800000000279397,2
TAN,100,79,0.7234678624813154,1.1300000000046566,2
Logistic,100,79,0.5834578973592427,0.2800000000279397,2
Logistic TAN,100,79,0.558046836073742,0.75,2
NB,100,80,0.7603388141504733,0.2800000000279397,2
TAN,100,80,0.7244643746885899,1.1699999999254942,2
Logistic,100,80,0.5939212755356253,0.2900000000372529,2
Logistic TAN,100,80,0.5560538116591929,0.7099999999627471,2
NB,100,81,0.7603388141504733,0.2800000000279397,2
