model,true_label,predicted_label,log_prob,entropy,is_ood
nb,3,3,-130.11342740813254,1.6302995607812228e-5,FALSE
nb,6,6,-112.96708259566016,-9.999973750658928e-11,FALSE
nb,6,6,-117.48687531854497,-1.0000000826895806e-10,FALSE
nb,6,6,-122.679674552995,-1.0000000826903647e-10,FALSE
nb,2,3,-188.5482678055461,0.07181251027317881,FALSE
nb,3,3,-144.70416139552256,-9.99856516820487e-11,FALSE
nb,2,2,-164.29837672914286,0.46489816792524685,FALSE
nb,0,0,-175.6362547243221,-1.000000082690371e-10,FALSE
nb,6,6,-194.39868014201323,0.02829934330674937,FALSE
nb,6,6,-107.82335570040341,-9.999998851552778e-11,FALSE
nb,8,8,-151.91605720230274,-9.946363064433198e-11,FALSE
nb,2,2,-155.40290529228716,2.4384583688795105e-4,FALSE
nb,0,0,-192.24572502151418,-1.000000082690371e-10,FALSE
nb,1,1,-52.64439538031655,-1.000000082690371e-10,FALSE
nb,7,7,-163.28581101369335,1.507432294609458e-10,FALSE
nb,9,9,-112.02358338525477,-9.997640883982291e-11,FALSE
nb,9,9,-95.88296430413305,-9.999998330183452e-11,FALSE
nb,7,7,-114.91665840757527,-1.000000082690371e-10,FALSE
nb,3,3,-151.6820739913432,-1.0000000826903704e-10,FALSE
nb,7,7,-87.66681571180844,6.684593623679338e-8,FALSE
nb,9,9,-111.23134179343373,-9.999577243168123e-11,FALSE
nb,9,9,-86.92474747756542,-9.999997158499555e-11,FALSE
nb,6,6,-143.7984952934643,-1.0000000823195093e-10,FALSE
nb,6,6,-146.72786854532814,-9.999963567472836e-11,FALSE
nb,7,7,-112.40142754116296,-1.000000082690371e-10,FALSE
nb,9,7,-180.62720608939298,2.834430081251442e-6,FALSE
nb,9,7,-189.41995511109488,1.281379697054121e-8,FALSE
nb,7,7,-141.872335252577,0.04381591491975049,FALSE
nb,9,9,-104.81774293987321,1.501713889053608e-9,FALSE
nb,9,9,-92.84092646775278,-9.99997574908423e-11,FALSE
nb,7,7,-124.41546729044258,0.0010080948030865293,FALSE
nb,5,6,-148.0794293309484,0.0075046594876318345,TRUE
nb,6,6,-97.75932624918468,-1.000000082690371e-10,FALSE
nb,8,8,-127.22629814275201,-1.000000079594297e-10,FALSE
nb,2,2,-171.30764701611434,-1.000000082690371e-10,FALSE
nb,7,7,-113.7192963529752,-1.0000000586236374e-10,FALSE
nb,5,3,-202.04589189229367,-9.999998969236921e-11,TRUE
nb,6,6,-143.1044831345493,-1.0000000308181544e-10,FALSE
nb,8,8,-142.41999292594934,-9.316166417485578e-11,FALSE
nb,1,1,-30.37597855267245,-1.000000082690371e-10,FALSE
nb,0,0,-190.3050458213694,-1.000000082690371e-10,FALSE
nb,1,1,-28.481625392137463,-1.000000082690371e-10,FALSE
nb,1,1,-26.706201215316558,-1.000000082690371e-10,FALSE
nb,1,1,-53.94944324592414,-1.000000082690371e-10,FALSE
nb,6,6,-116.32204747818935,-1.0000000826903677e-10,FALSE
nb,7,7,-94.17269120589381,-9.800198648688425e-11,FALSE
nb,6,6,-120.23789993029139,-9.991778111876632e-11,FALSE
nb,8,8,-135.4890376019146,2.7765722994274525e-7,FALSE
nb,5,8,-224.13896225765234,0.004716696472088473,TRUE
nb,0,0,-139.71168052686937,-1.000000082690371e-10,FALSE
nb,9,9,-113.9880296835671,1.0126069984252533e-5,FALSE
nb,4,9,-132.90909606275687,0.3773464578506267,FALSE
nb,8,8,-133.55553625825573,4.773742484008272e-11,FALSE
nb,1,1,-34.7220992533055,-1.000000082690371e-10,FALSE
nb,8,8,-140.47812619300137,8.098871775658861e-7,FALSE
nb,6,6,-109.37494795933755,-1.0000000826903692e-10,FALSE
nb,8,8,-122.23083198785955,-1.0000000826062329e-10,FALSE
nb,5,3,-132.97893058113945,0.011911476957716811,TRUE
nb,0,0,-127.27873626611182,-9.901767798936816e-11,FALSE
nb,8,8,-165.32540161536113,-1.0000000826903701e-10,FALSE
nb,9,4,-148.31460484624395,0.613643345327964,FALSE
nb,0,0,-150.96796887797944,-1.000000082690371e-10,FALSE
nb,0,0,-171.9756411752112,-1.000000082690371e-10,FALSE
nb,6,0,-223.24811135541458,0.23802614075140768,FALSE
nb,7,4,-194.83769479728647,-9.552414252751921e-11,FALSE
nb,4,4,-152.14287334494173,-1.0000000826845504e-10,FALSE
nb,1,1,-25.834565965827174,-1.000000082690371e-10,FALSE
nb,3,3,-128.70732707740592,-9.956472284961325e-11,FALSE
nb,1,1,-25.39542434729446,-1.000000082690371e-10,FALSE
nb,6,6,-99.77807795206878,-1.000000082690371e-10,FALSE
nb,4,4,-176.77429770905155,-9.99992125547884e-11,FALSE
nb,1,1,-63.96440799436784,-1.0000000826903706e-10,FALSE
nb,4,4,-254.9310019978166,-1.000000082690371e-10,FALSE
nb,1,1,-39.51342729393948,-1.000000082690371e-10,FALSE
nb,8,9,-114.68999143988775,1.1783284272371221e-6,FALSE
nb,0,6,-145.50963096510313,1.779158827278099e-5,FALSE
nb,5,3,-200.0801243649602,0.05225664356984125,TRUE
nb,2,2,-177.25977925809593,-9.999922877609992e-11,FALSE
nb,4,4,-109.89784214194091,-9.947107720984046e-11,FALSE
nb,1,1,-108.3274491861849,0.2182558380475227,FALSE
nb,0,0,-186.3299991530608,-1.000000082690371e-10,FALSE
nb,0,0,-207.80657378426775,-1.000000082690371e-10,FALSE
nb,0,0,-194.4979269790434,-1.000000082690371e-10,FALSE
nb,1,1,-28.01742670944319,-1.000000082690371e-10,FALSE
nb,1,1,-40.18872402331331,-1.000000082690371e-10,FALSE
nb,0,0,-122.85165090660033,-1.000000082690371e-10,FALSE
nb,0,0,-157.87321520206683,-1.000000082690371e-10,FALSE
nb,1,1,-57.67452422511088,-1.000000082690371e-10,FALSE
nb,8,8,-137.79134240387842,1.475716832982285e-6,FALSE
nb,1,1,-22.571194653643566,-1.000000082690371e-10,FALSE
nb,0,0,-160.28491776763335,-9.999975028556644e-11,FALSE
nb,0,0,-139.18616104673188,-1.000000082690371e-10,FALSE
nb,0,0,-146.8271511128581,-1.000000082690371e-10,FALSE
nb,7,7,-98.75377789203397,-8.573581650178682e-11,FALSE
nb,1,1,-41.00022694622559,-1.000000082690371e-10,FALSE
nb,0,0,-135.73715240532138,-1.000000082690371e-10,FALSE
nb,0,0,-135.55535510025197,-1.000000082690371e-10,FALSE
nb,1,1,-46.736646926661216,-1.000000082690371e-10,FALSE
nb,7,7,-119.88855686432841,-1.000000082629916e-10,FALSE
nb,1,1,-62.476598899964465,-1.000000082690371e-10,FALSE
nb,0,0,-164.96884996301304,0.010173229726499396,FALSE
nb,0,0,-150.46992631622032,-1.0000000213803048e-10,FALSE
nb,2,2,-173.25162944907532,-1.0000000826903373e-10,FALSE
nb,0,0,-140.41080706854197,-9.977391235422268e-11,FALSE
nb,1,1,-39.43046646053327,-1.000000082690371e-10,FALSE
nb,3,8,-131.02686162507217,1.1740561212401152e-5,FALSE
nb,9,9,-107.96579805457826,1.4928983387614792e-8,FALSE
nb,3,2,-229.8655354951918,0.4497984032164738,FALSE
nb,1,1,-45.44249871572912,-1.000000082690371e-10,FALSE
nb,0,0,-173.93394436668473,-1.000000082690371e-10,FALSE
nb,1,1,-42.873923180548545,-1.000000082690371e-10,FALSE
nb,0,0,-173.97228896305487,-1.000000082690371e-10,FALSE
nb,8,8,-223.21078589514818,6.518107604034966e-10,FALSE
nb,1,1,-36.517243923329275,-1.000000082690371e-10,FALSE
nb,0,0,-160.4830237619772,-1.000000082690371e-10,FALSE
nb,1,1,-50.94089101061592,-1.000000082690371e-10,FALSE
nb,0,0,-136.30515306881716,-1.000000082690371e-10,FALSE
nb,1,1,-47.71311533362934,-1.000000082690371e-10,FALSE
nb,1,1,-65.79031753472279,-1.000000082690371e-10,FALSE
nb,0,0,-126.32532633550909,-1.000000082690371e-10,FALSE
nb,0,0,-171.49152141477896,-1.000000082690371e-10,FALSE
nb,0,0,-191.23780188595865,-1.000000082690371e-10,FALSE
nb,1,1,-24.66128561530544,-1.000000082690371e-10,FALSE
nb,1,1,-32.801872196892816,-1.000000082690371e-10,FALSE
nb,0,0,-133.24722020322685,2.1111010627456175e-10,FALSE
nb,1,1,-33.06907551237059,-1.000000082690371e-10,FALSE
nb,6,6,-108.98880266432913,-1.0000000826899492e-10,FALSE
nb,3,3,-105.09882262609958,-7.868219719682962e-11,FALSE
nb,1,1,-35.71371426966312,-1.000000082690371e-10,FALSE
nb,0,0,-144.20064864149623,-1.000000082690371e-10,FALSE
nb,0,0,-141.5139343293604,-1.000000082690371e-10,FALSE
nb,2,2,-195.23572993874177,-1.000000082690371e-10,FALSE
nb,2,2,-202.0280644254842,-1.000000082690371e-10,FALSE
nb,1,1,-103.01939103235065,-9.99517330892726e-11,FALSE
nb,0,0,-163.5807520427841,-1.0000000803305244e-10,FALSE
nb,0,0,-156.25828356534217,-1.000000082690371e-10,FALSE
nb,2,2,-196.31508184189886,-1.0000000826899786e-10,FALSE
nb,1,1,-66.73295065782952,-1.0000000826903696e-10,FALSE
nb,1,1,-24.503768124002374,-1.000000082690371e-10,FALSE
nb,0,0,-147.6283906811889,3.216046452542188e-9,FALSE
nb,0,6,-144.36870565173012,0.05546479861739762,FALSE
nb,3,3,-177.9415633383211,2.1049570085189395e-6,FALSE
nb,4,4,-110.11010098691833,0.005902473273922699,FALSE
nb,1,1,-55.49753401174734,-1.000000082690371e-10,FALSE
nb,0,8,-166.76131894593846,1.8084417479456487e-8,FALSE
nb,0,0,-149.7640326579735,-1.000000082690371e-10,FALSE
nb,1,1,-119.11684609762902,0.001185252351822819,FALSE
nb,0,0,-204.90927092451912,-1.000000082690371e-10,FALSE
nb,1,1,-109.83926738231385,2.3599649046659892e-8,FALSE
nb,0,0,-147.19681338385902,-1.000000082690371e-10,FALSE
nb,0,0,-158.43038551371683,-1.000000082690371e-10,FALSE
nb,0,0,-194.80398074652018,-1.000000082690371e-10,FALSE
nb,3,3,-148.72831478312992,-9.99999966777927e-11,FALSE
